url,category_name,category_group,category_description,is_primary,region,language
"https://en.wikipedia.org/wiki/List_of_Indian_civil_servants","Indian Civil Servant","Government & Administration","Indian Administrative Service officers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_diplomats","Indian Diplomat","Government & Administration","Indian foreign service officers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_military_personnel","Indian Military Officer","Defense & Security","Indian armed forces personnel",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_recipients_of_the_Param_Vir_Chakra","Param Vir Chakra Winner","Defense & Security","India's highest military honor recipients",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Bollywood_actresses","Bollywood Actress","Entertainment & Media","Female actors in Hindi cinema",true,"India","Hindi"
"https://en.wikipedia.org/wiki/List_of_Bollywood_child_actors","Bollywood Child Actor","Entertainment & Media","Child actors in Hindi cinema",false,"India","Hindi"
"https://en.wikipedia.org/wiki/List_of_Indian_film_producers","Indian Film Producer","Entertainment & Media","Indian film producers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_screenwriters","Indian Screenwriter","Entertainment & Media","Indian film screenwriters",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_cinematographers","Indian Cinematographer","Entertainment & Media","Indian film cinematographers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_comedians","Indian Comedian","Entertainment & Media","Indian stand-up comedians and comic actors",true,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_radio_personalities","Indian Radio Jockey","Media & Communications","Indian radio show hosts",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_news_anchors","Indian News Anchor","Media & Communications","Indian television news presenters",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_editors","Indian Editor","Media & Communications","Indian newspaper and magazine editors",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_magazine_publishers","Indian Publisher","Media & Communications","Indian publishing industry leaders",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_mathematicians","Indian Mathematician","Science & Academia","Indian mathematicians and statisticians",true,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_astronomers","Indian Astronomer","Science & Academia","Indian astronomers and astrophysicists",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_medical_professionals","Indian Doctor","Science & Academia","Indian medical professionals",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_engineers","Indian Engineer","Science & Academia","Indian engineering professionals",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_architects","Indian Architect","Arts & Design","Indian architects and urban planners",true,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_sculptors","Indian Sculptor","Arts & Design","Indian sculptors and artists",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_painters","Indian Painter","Arts & Design","Indian painters and visual artists",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_photographers","Indian Photographer","Arts & Design","Indian photographers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_textile_designers","Indian Textile Designer","Arts & Design","Indian textile and fashion designers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_YouTubers","Indian YouTuber","Digital Media","Indian YouTube content creators",true,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_social_media_influencers","Indian Influencer","Digital Media","Indian social media personalities",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_bloggers","Indian Blogger","Digital Media","Indian blogging personalities",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_makeup_artists","Indian Makeup Artist","Fashion & Beauty","Indian makeup and beauty professionals",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_nutritionists","Indian Nutritionist","Health & Wellness","Indian nutrition and wellness experts",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_fitness_trainers","Indian Fitness Trainer","Health & Wellness","Indian fitness and wellness coaches",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_ayurvedic_practitioners","Ayurveda Practitioner","Health & Wellness","Ayurvedic medicine practitioners",false,"India","Sanskrit"
"https://en.wikipedia.org/wiki/List_of_Indian_travel_writers","Indian Travel Writer","Literature & Media","Indian travel and lifestyle writers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_food_writers","Indian Food Writer","Culinary Arts","Indian food critics and culinary writers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_chefs","Indian Chef","Culinary Arts","Indian celebrity chefs",true,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_environmentalists","Indian Environmentalist","Social & Environmental","Indian environmental activists",true,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_wildlife_conservationists","Wildlife Conservationist","Social & Environmental","Indian wildlife protection advocates",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_women_activists","Indian Women Activist","Social & Environmental","Indian women's rights advocates",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_Indian_education_reformers","Education Reformer","Social & Environmental","Indian education system reformers",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_recipients_of_Bharat_Ratna","Bharat Ratna Winner","National Honor","India's highest civilian honor recipients",true,"India","English"
"https://en.wikipedia.org/wiki/List_of_recipients_of_Padma_Vibhushan","Padma Vibhushan Winner","National Honor","India's second highest civilian honor recipients",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_recipients_of_Padma_Bhushan","Padma Bhushan Winner","National Honor","India's third highest civilian honor recipients",false,"India","English"
"https://en.wikipedia.org/wiki/List_of_recipients_of_Padma_Shri","Padma Shri Winner","National Honor","India's fourth highest civilian honor recipients",false,"India","English"
